מילה	יחידה	מקור ההוכחה	רפרנס	הערה
הצליף	3	ויקינתונים (CC0)	L208671
לקה	3	ויקינתונים (CC0)	L212501
הניס	3	ויקינתונים (CC0)	L208280
בצר	3	ויקינתונים (CC0)	L491564
מסק	3	ויקינתונים (CC0)	L213561
אגר	3	ויקינתונים (CC0)	L204363
לקט	3	ויקינתונים (CC0)	L78712
קושש	3	ויקינתונים (CC0)	L218060
גנז	3	ויקינתונים (CC0)	L206314
קלח	3	ויקינתונים (CC0)	L218248
נגר	3	ויקינתונים (CC0)	L66692
השרה	3	ויקינתונים (CC0)	L209052
רקח	3	ויקינתונים (CC0)	L219128
בחש	3	ויקינתונים (CC0)	L205680
חרך	3	ויקינתונים (CC0)	L211167
לחך	3	ויקינתונים (CC0)	L212372
כרסם	3	ויקינתונים (CC0)	L212228
גמע	3	ויקינתונים (CC0)	L206300
קץ	3	ויקינתונים (CC0)	L218418
הקיץ	3	ויקינתונים (CC0)	L208804
בדה	3	ויקינתונים (CC0)	L205486
טוה	3	ויקינתונים (CC0)	L211289
שזר	3	ויקינתונים (CC0)	L219398
פלל	3	ויקינתונים (CC0)	L216770
חפה	3	ויקינתונים (CC0)	L210869
לבלב	3	ויקינתונים (CC0)	L212274
הנץ	3	ויקינתונים (CC0)	L208296
הפציע	3	ויקינתונים (CC0)	L208557
כמש	3	ויקינתונים (CC0)	L212148
קרן	3	ויקינתונים (CC0)	L218530
שדל	3	ויקינתונים (CC0)	L219478
הדיח	3	ויקינתונים (CC0)	L206976
הניא	3	ויקינתונים (CC0)	L208276
אחה	3	ויקינתונים (CC0)	L204730
טרף	3	ויקינתונים (CC0)	L211593
כתש	3	ויקינתונים (CC0)	L212254
לפת	3	ויקינתונים (CC0)	L212498
חפן	3	ויקינתונים (CC0)	L211086
האציל	3	ויקינתונים (CC0)	L206828
השית	3	ויקינתונים (CC0)	L209003
הפקיע	3	ויקינתונים (CC0)	L208564
הכיש	3	ויקינתונים (CC0)	L208114
שסע	3	ויקינתונים (CC0)	L82279
פרם	3	ויקינתונים (CC0)	L217299
הגליד	3	ויקינתונים (CC0)	L206933
צוח	3	ויקינתונים (CC0)	L217495
קונן	3	ויקינתונים (CC0)	L217954
ספד	3	ויקינתונים (CC0)	L215732
מעל	3	ויקינתונים (CC0)	L213599
סרח	3	ויקינתונים (CC0)	L215843
שמט	3	ויקינתונים (CC0)	L219719
רבץ	3	ויקינתונים (CC0)	L218637
השתרע	3	ויקינתונים (CC0)	L209197
סכם	3	ויקינתונים (CC0)	L215598
שרך	3	ויקינתונים (CC0)	L219883
השביע	3	ויקינתונים (CC0)	L208971
אצר	3	ויקינתונים (CC0)	L205285
רוה	3	ויקינתונים (CC0)	L218725
מדון	3	ויקינתונים (CC0)	L66051
מגור	3	ויקינתונים (CC0)	L78766
חיל	3	ויקינתונים (CC0)	L65246
מרך	3	ספריא · נחלת הכלל	Rashi on Leviticus 26:36:1 (On Your Way [he])	⟵ הוחלף למהדורה חופשית · אומת חי מול ספריא: «On Your Way» · רישיון Public Domain · אין בשם המהדורה שנה 1929 ואילך · הרצף «מרך» נמצא בטקסט הגרסה · הטענה הקודמת: ספריא · נחלת הכלל / Rashi on Leviticus 26:36:1 (Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann, 1929-1934 [he])
הוד	3	ויקינתונים (CC0)	L64801
פת	3	ויקינתונים (CC0)	L67587
תלם	3	ויקינתונים (CC0)	L68657
חרמש	3	ויקינתונים (CC0)	L65373
אסם	3	ויקינתונים (CC0)	L64050
גרן	3	ויקינתונים (CC0)	L76789
מוץ	3	ויקינתונים (CC0)	L212913
אזמל	3	ויקינתונים (CC0)	L63835
סדן	3	ויקינתונים (CC0)	L66933
נקיק	3	ויקינתונים (CC0)	L214961
כוך	3	ויקינתונים (CC0)	L78363
גמחה	3	ויקינתונים (CC0)	L76704
משעול	3	ויקינתונים (CC0)	L79633
בריח	3	ויקינתונים (CC0)	L64379
טרקלין	3	ויקינתונים (CC0)	L65511
פרוזדור	3	ויקינתונים (CC0)	L217188
יציע	3	ויקינתונים (CC0)	L211854
משקוף	3	ויקינתונים (CC0)	L213959
זיז	3	ויקינתונים (CC0)	L77637
חרון	3	ויקינתונים (CC0)	L65365
טרוניה	3	ויקינתונים (CC0)	L211532
דאבון	3	ויקינתונים (CC0)	L206408
זדון	3	ויקינתונים (CC0)	L65028
שגגה	3	ויקינתונים (CC0)	L219224
רהב	3	ויקינתונים (CC0)	L68049
גנונים	3	ספריא · נחלת הכלל	Yachin on Mishnah Niddah 3:12:1 (Mishnah, ed. Romm, Vilna 1913 [he])
אבוקה	3	ויקינתונים (CC0)	L63618
עששית	3	ויקינתונים (CC0)	L216365
שביב	3	ויקינתונים (CC0)	L219205
גץ	3	ויקינתונים (CC0)	L206340
עב	3	ויקינתונים (CC0)	L80454
בסתן	3	ויקינתונים (CC0)	L76380
טרשים	3	ספריא · נחלת הכלל	Etz Yosef on Vayikra Rabbah 36:2:2 (Midrash Rabbah with Etz Yosef, Warsaw, 1867 [he])
ציה	3	ויקינתונים (CC0)	L81292
אגל	3	ויקינתונים (CC0)	L74993
בליל	3	ויקינתונים (CC0)	L205848
מסכת	3	ויקינתונים (CC0)	L1363610
אגרת	3	ויקינתונים (CC0)	L63870
קלמוס	3	ספריא · נחלת הכלל	Responsa Rav Pealim, Volume III, Yoreh Deah 22:7 (Rav Pealim, Jerusalem 1901-1912 [he])
מכתם	3	ויקינתונים (CC0)	L213323
להג	3	ויקינתונים (CC0)	L78578
ניב	3	ויקינתונים (CC0)	L66750
קלסתר	3	ויקינתונים (CC0)	L218292
ארשת	3	ויקינתונים (CC0)	L205430
העויה	3	ויקיטקסט · נחלת הכלל	ימים ולילות
רקה	3	ויקינתונים (CC0)	L82069
אישון	3	ויקינתונים (CC0)	L63926
אמה	3	ויקינתונים (CC0)	L63984
זרת	3	ויקינתונים (CC0)	L210546
נפת	3	ספריא · נחלת הכלל	Sefer HeArukh, Letter Kaf 104 (Sefer HeArukh, Lublin 1883 [he])
בסר	3	ויקינתונים (CC0)	L76379
תקרבת	3	ספריא · נחלת הכלל	Mishneh Torah, Other Sources of Defilement 6:7 (Torat Emet 363 [he])
ארגמן	3	ויקינתונים (CC0)	L64098
משוט	3	ויקינתונים (CC0)	L66562
מצולה	3	ויקינתונים (CC0)	L79466
שרטון	3	ויקינתונים (CC0)	L82357
נחשול	3	ויקינתונים (CC0)	L79794
מליצה	3	ויקינתונים (CC0)	L79207
למדנות	3	ויקינתונים (CC0)	L212475
פטרונות	3	ויקינתונים (CC0)	L216659
מתק	3	ויקינתונים (CC0)	L79680
קודר	3	ויקינתונים (CC0)	L217833
צונן	3	ויקינתונים (CC0)	L217514
עקלתון	3	ויקינתונים (CC0)	L216282
דשן	3	ויקינתונים (CC0)	L206792
מרפט	3	ויקינתונים (CC0)	L213818
דלוח	3	ויקינתונים (CC0)	L206673
פעור	3	ויקינתונים (CC0)	L217066
לוט	3	ויקינתונים (CC0)	L212330
צפון	3	ויקינתונים (CC0)	L217695
כמוס	3	ויקינתונים (CC0)	L212142
שגור	3	ויקינתונים (CC0)	L219228
רהוט	3	ויקינתונים (CC0)	L218698
שחום	3	ויקינתונים (CC0)	L219405
מנמר	3	ויקינתונים (CC0)	L213461
סבוך	3	ויקינתונים (CC0)	L215135
אנוש	3	ויקינתונים (CC0)	L205076
טפל	3	ויקינתונים (CC0)	L211494
טחוב	3	ויקינתונים (CC0)	L211352
טמיר	3	ויקינתונים (CC0)	L211452
סתור	3	ויקינתונים (CC0)	L215868
גרום	3	ויקינתונים (CC0)	L206360
כהרף עין	3	ספריא · נחלת הכלל	Be'er HaGolah on Shulchan Arukh, Yoreh De'ah 266:22 (Ashlei Ravrevei: Shulchan Aruch Yoreh Deah, Lemberg, 1888 [he])
במחי יד	3	⚠ דרוש מקור	LeNevukhei HaTekufah 3:24:38 (Merkaz Shapira, 2014 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 2014 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Merkaz Shapira, 2014 · הטענה הקודמת: ספריא · נחלת הכלל / LeNevukhei HaTekufah 3:24:38 (Merkaz Shapira, 2014 [he])
עוד באבו	3	ספריא · נחלת הכלל	HaKtav VeHaKabalah, Exodus 9:31:2 (HaKtav VeHaKabbalah, Frankfurt 1880 [he])
קל דעת	3	ספריא · נחלת הכלל	Midrash Sekhel Tov, Bereshit 34:4:1 (Sechel Tob, Berlin 1900-1901 [he])
כבד ראש	3	ספריא · נחלת הכלל	German Commentary on Pirkei Avot 3:13:1 (6811 [en])
כבד פה	3	ספריא · נחלת הכלל	HaKtav VeHaKabalah, Exodus 4:10:1 (HaKtav VeHaKabbalah, Frankfurt 1880 [he])
איש אשכולות	3	ויקינתונים (CC0)	L75417
בר סמכא	3	ספריא · נחלת הכלל	Penei Moshe on Jerusalem Talmud Gittin 6:2:3:15 (1536 [he])
אובד עצות	3	ספריא · נחלת הכלל	Chatam Sofer on Torah, Ha'Azinu 14 (Chatam Sofer on Torah, Bratislava, 1879-1893 [he])
עובר ארח	3	ויקינתונים (CC0)	L67175
הון עתק	3	ויקינתונים (CC0)	L64818
משאת נפש	3	ספריא · נחלת הכלל	Pri Etz Chaim, Gate of Putting Down the Head 2:9 (Pri Etz Chaim [he])
אחיזת עינים	3	⚠ דרוש מקור	BePardes HaChasidut VeHakabbalah, The Foundations of Chasidut 2:3 (Tel Aviv, 1997 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1997 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Tel Aviv, 1997 · הטענה הקודמת: ספריא · נחלת הכלל / BePardes HaChasidut VeHakabbalah, The Foundations of Chasidut 2:3 (Tel Aviv, 1997 [he])
שאר רוח	3	ספריא · נחלת הכלל	Haamek Davar on Genesis 1:2:4 (Ha'amek Davar [he])
קשה יום	3	ספריא · נחלת הכלל	Malbim Beur Hamilot on Isaiah 8:21:1 (On Your Way [he])
מוסר השכל	3	ספריא · נחלת הכלל	Etz Yosef on Shemot Rabbah 31:16:9 (Midrash Rabbah with Etz Yosef, Warsaw, 1867 [he])
שנס מתניו	3	ספריא · נחלת הכלל	Etz Yosef on Shemot Rabbah 33:5:19 (Midrash Rabbah with Etz Yosef, Warsaw, 1867 [he])
קנה מדה	3	ספריא · נחלת הכלל	Rabbeinu Chananel on Sukkah 19b:1 (Vilna Edition [he])
חוט השני	3	ספריא · נחלת הכלל	Rabbi Akiva Eiger on Shulchan Arukh, Orach Chayim 651:2 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893 [he])
התבשר	3	ויקינתונים (CC0)	L209368
התיר	3	ויקינתונים (CC0)	L209627
התחבט	3	ויקינתונים (CC0)	L209471
כיבד	3	ויקינתונים (CC0)	L212036
להק	3	ויקינתונים (CC0)	L65900
נבצר ממנו	3	⚠ דרוש מקור	Against Flaccus 10:10 (Tel Aviv, 1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Tel Aviv, 1936 · הטענה הקודמת: ספריא · נחלת הכלל / Against Flaccus 10:10 (Tel Aviv, 1936 [he])
בחדרי חדרים	3	ספריא · נחלת הכלל	Ba'er Hetev on Shulchan Arukh, Orach Chayim 301:33 (Torat Emet 357 [he])
שגעון גדלות	3	⚠ דרוש מקור	שגעון
נוח לכעוס	3	ספריא · נחלת הכלל	Pirkei Avot 5:11 (Mishnah, ed. Romm, Vilna 1913 [he])
העליל	3	ויקינתונים (CC0)	L208470
השלה	3	ויקינתונים (CC0)	L209015
שרבט	3	ויקינתונים (CC0)	L219851
חסיד	3	ויקינתונים (CC0)	L65332
נטול	3	ויקינתונים (CC0)	L214431
לא נקף אצבע	3	ויקיטקסט · נחלת הכלל	דברי ראש הממשלה נתניהו בעת נאומו בעצרת האו"ם ה-79
האריך ימים	3	ספריא · נחלת הכלל	Penei Moshe on Jerusalem Talmud Berakhot 1:6:2:2 (1536 [he])
לא כל שכן	3	ספריא · נחלת הכלל	Jastrow, Hebrew or Aramaic Abbreviations 164 (London, Luzac, 1903 [en])
יצא נשכר	3	ספריא · נחלת הכלל	Mishneh Torah, Sabbath 27:2 (Torat Emet 363 [he])
המיט	4	ויקינתונים (CC0)	L208217
אמתלה	4	ויקינתונים (CC0)	L64010
שצף	4	ויקינתונים (CC0)	L219817
הדיר רגליו	4	⚠ דרוש מקור	הדיר
כרה	4	ויקינתונים (CC0)	L212200
בטש	4	ויקינתונים (CC0)	L205693
כלה	4	ויקינתונים (CC0)	L212117
חצב	4	ויקינתונים (CC0)	L211091
סתת	4	ויקינתונים (CC0)	L80453
גלף	4	ויקינתונים (CC0)	L206216
חרט	4	ויקינתונים (CC0)	L211149
יצק	4	ויקינתונים (CC0)	L211858
התיך	4	ויקינתונים (CC0)	L209626
מרק	4	ויקינתונים (CC0)	L66552
ארג	4	ויקינתונים (CC0)	L205353
פסח	4	ויקינתונים (CC0)	L217006
קפח	4	ויקינתונים (CC0)	L218397
רדה	4	ויקינתונים (CC0)	L218672
מחה	4	ויקינתונים (CC0)	L213005
הלעיט	4	ויקינתונים (CC0)	L208190
סבא	4	ויקינתונים (CC0)	L215132
התבסם	4	ויקינתונים (CC0)	L209342
נסך	4	ויקינתונים (CC0)	L214769
תסס	4	ויקינתונים (CC0)	L220314
הבאיש	4	ויקינתונים (CC0)	L206840
נדף	4	ויקינתונים (CC0)	L214185
התיז	4	ויקינתונים (CC0)	L209570
נקוה	4	ויקינתונים (CC0)	L214948
קד	4	ויקינתונים (CC0)	L217787
סגד	4	ויקינתונים (CC0)	L215156
זקק	4	ויקינתונים (CC0)	L210441
דשדש	4	ויקינתונים (CC0)	L206791
שרבב	4	ויקינתונים (CC0)	L219849
כרכר	4	ויקינתונים (CC0)	L212225
שעט	4	ויקינתונים (CC0)	L219772
נתר	4	ויקינתונים (CC0)	L214626
חשל	4	ויקינתונים (CC0)	L210899
התרפק	4	ויקינתונים (CC0)	L210239
חשק	4	ויקינתונים (CC0)	L211220
נחם	4	ויקינתונים (CC0)	L214513
הטיח	4	ויקינתונים (CC0)	L207683
מרר	4	ויקינתונים (CC0)	L213283
התרצה	4	ויקינתונים (CC0)	L210241
התבטל	4	ויקינתונים (CC0)	L209327
רתק	4	ויקינתונים (CC0)	L218937
שבה	4	ויקינתונים (CC0)	L219198
התפרקד	4	ויקינתונים (CC0)	L210075
שכך	4	ויקינתונים (CC0)	L219637
גוע	4	ויקינתונים (CC0)	L206080
גסס	4	ויקינתונים (CC0)	L206330
נבר	4	ויקינתונים (CC0)	L214115
פשפש	4	ויקינתונים (CC0)	L217384
נחלץ	4	ויקינתונים (CC0)	L214383
כלכל	4	ויקינתונים (CC0)	L212133
פרע	4	ויקינתונים (CC0)	L217341
נשה	4	ספריא · נחלת הכלל	Rashi on Chullin 91a:19:1 (Vilna Edition [he])
חב	4	ויקינתונים (CC0)	L210553
גרף	4	ויקינתונים (CC0)	L491572
החטיא	4	ויקינתונים (CC0)	L207612
הדף	4	ויקינתונים (CC0)	L491580
נדה	4	ויקינתונים (CC0)	L66695
פלס	4	ויקינתונים (CC0)	L80930
כרך	4	ויקינתונים (CC0)	L212222
העתיק	4	ויקינתונים (CC0)	L208503
התימר	4	ויקינתונים (CC0)	L209594
הצטנף	4	ויקינתונים (CC0)	L208646
קנן	4	ויקינתונים (CC0)	L218180
דגל	4	ויקינתונים (CC0)	L206446
כונן	4	ויקינתונים (CC0)	L211999
נקב	4	ויקינתונים (CC0)	L214935
פעפע	4	ויקינתונים (CC0)	L217079
הפריח	4	ויקינתונים (CC0)	L208574
זרה	4	ויקינתונים (CC0)	L210526
נפה	4	ויקינתונים (CC0)	L66865
נצר	4	ויקינתונים (CC0)	L220572
הבזיק	4	ויקינתונים (CC0)	L206849
החוה	4	ויקינתונים (CC0)	L207605
התוה	4	ויקינתונים (CC0)	L209459
שלה	4	ויקינתונים (CC0)	L219664
משה	4	ויקינתונים (CC0)	L213889
התרושש	4	ויקינתונים (CC0)	L210200
אבחה	4	ויקינתונים (CC0)	L63624
פרצה	4	ויקינתונים (CC0)	L217354
תרפה	4	ויקינתונים (CC0)	L82635
מבוי	4	ויקינתונים (CC0)	L212574
רסן	4	ויקינתונים (CC0)	L219002
דרבן	4	ויקינתונים (CC0)	L206752
על	4	ויקינתונים (CC0)	L483531
אגן	4	ויקינתונים (CC0)	L63661
קנקן	4	ויקינתונים (CC0)	L81684
נאד	4	ויקינתונים (CC0)	L79686
שקוי	4	ויקינתונים (CC0)	L82333
מזור	4	ויקינתונים (CC0)	L212964
רטיה	4	ויקינתונים (CC0)	L218837
אדרת	4	ויקינתונים (CC0)	L63718
הינומה	4	ויקינתונים (CC0)	L77293
טלאי	4	ויקינתונים (CC0)	L65465
יריעה	4	ויקינתונים (CC0)	L65641
מרבד	4	ויקינתונים (CC0)	L66520
כסות	4	ויקינתונים (CC0)	L78467
אמתחת	4	ויקינתונים (CC0)	L75580
נבכים	4	ויקינתונים (CC0)	L214104
תואנה	4	ויקינתונים (CC0)	L82430
שלהי	4	ויקינתונים (CC0)	L491487
ערש	4	ויקינתונים (CC0)	L67330
דוי	4	ויקינתונים (CC0)	L76923
מום	4	ויקינתונים (CC0)	L66102
פלצות	4	ויקינתונים (CC0)	L216926
תזזית	4	ויקינתונים (CC0)	L220090
צחנה	4	ויקינתונים (CC0)	L81274
אפיסה	4	ויקינתונים (CC0)	L205230
נדן	4	ויקינתונים (CC0)	L66700
רמח	4	ויקינתונים (CC0)	L68081
עטרה	4	ויקינתונים (CC0)	L216036
שרביט	4	ויקינתונים (CC0)	L68498
כס	4	ויקינתונים (CC0)	L65809
רוזן	4	ויקינתונים (CC0)	L218737
נציב	4	ויקינתונים (CC0)	L214905
עלומים	4	ויקינתונים (CC0)	L216159
שיבה	4	ויקינתונים (CC0)	L82194
קמץ	4	ויקינתונים (CC0)	L218338
דפן	4	ויקינתונים (CC0)	L206647
קורה	4	ויקינתונים (CC0)	L81566
יתד	4	ויקינתונים (CC0)	L65654
גלעד	4	ויקינתונים (CC0)	L76692
מסוה	4	ויקינתונים (CC0)	L79309
צלם	4	ויקינתונים (CC0)	L67681
בבואה	4	ויקינתונים (CC0)	L76139
מאויים	4	ספריא · נחלת הכלל	Tov haLevanon, Tenth Treatise on Devotion to God 7:10 (Chovat Halevavot, Warsaw 1875 [he])
כור	4	ויקינתונים (CC0)	L65717
פיח	4	ויקינתונים (CC0)	L216715
אוד	4	ויקינתונים (CC0)	L63729
רמץ	4	ויקינתונים (CC0)	L68140
גביר	4	ויקינתונים (CC0)	L76545
פלוני	4	ויקינתונים (CC0)	L216885
קרתן	4	ספריא · נחלת הכלל	Ralbag on I Chronicles 6:61:2 (On Your Way [he])
בדלח	4	ויקינתונים (CC0)	L76157
מתת	4	ספריא · נחלת הכלל	Metzudat Zion on I Kings 13:7:2 (On Your Way [he])
תשורה	4	ויקינתונים (CC0)	L220456
רוכל	4	ויקינתונים (CC0)	L218750
כרוז	4	ויקינתונים (CC0)	L212201
חוטב	4	ויקינתונים (CC0)	L210641
אבוס	4	ויקינתונים (CC0)	L204495
שקת	4	ויקינתונים (CC0)	L82342
דיר	4	ויקינתונים (CC0)	L64708
ארוה	4	ויקינתונים (CC0)	L76003
שובך	4	ויקינתונים (CC0)	L82134
ארחה	4	ספריא · נחלת הכלל	Metzudat Zion on II Kings 25:30:1 (On Your Way [he])
בקתה	4	ויקינתונים (CC0)	L76416
פנדק	4	ויקינתונים (CC0)	L80954
אפריון	4	ויקינתונים (CC0)	L75909
מחצלת	4	ויקינתונים (CC0)	L78986
כסת	4	ויקינתונים (CC0)	L212169
פמוט	4	ויקינתונים (CC0)	L80944
מכמנים	4	ויקינתונים (CC0)	L213308
קורים	4	ספריא · נחלת הכלל	Mishnah Megillah 3:5 (Mishnah based on the Kaufmann manuscript, edited by Dan Be'eri [he])
רדוד	4	ויקינתונים (CC0)	L218673
נבוב	4	ויקינתונים (CC0)	L214080
נכאה	4	ספריא · נחלת הכלל	Shadal on Isaiah 16:7:4 (Padova, 1867 [he])
שפוף	4	ויקינתונים (CC0)	L219792
אדוק	4	ויקינתונים (CC0)	L204374
עריץ	4	ויקינתונים (CC0)	L80603
צורר	4	ויקינתונים (CC0)	L217527
יוקד	4	ויקינתונים (CC0)	L211864
חקוק	4	ויקינתונים (CC0)	L211108
רופף	4	ויקינתונים (CC0)	L218782
עבת	4	ויקינתונים (CC0)	L80458
מסרבל	4	ויקינתונים (CC0)	L213521
קלוקל	4	ויקינתונים (CC0)	L218245
נכמרו רחמיו	4	ספריא · נחלת הכלל	Etz Yosef on Bereishit Rabbah 94:8:1 (Midrash Rabbah with Etz Yosef, Warsaw, 1867 [he])
נפלו פניו	4	ספריא · נחלת הכלל	Sforno on Genesis 4:8:1 (Vocalized Edition [he])
שאט נפש	4	ספריא · נחלת הכלל	Peri Megadim on Orach Chayim, Letters 2:10 (Warsaw, 1877 [he])
ללא חת	4	ויקיטקסט · נחלת הכלל	צידה לדרך מפרשות השבוע/פרשת שמות
סמרו שערותיו	4	⚠ דרוש מקור	סמר
הרקיע שחקים	4	ספריא · נחלת הכלל	Otzar Midrashim, Maaseh Beraishit & Maaseh Merkavah, Zeh Maaseh Beraishit (Work of Creation) 7 (Otzar Midrashim, New York, 1915 [he])
שם דבר	4	⚠ דרוש מקור	Gur Aryeh on Shemot 16:3:1 (Gur Aryeh, Machon Yerushalyim, 1989-1995 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1995 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Gur Aryeh, Machon Yerushalyim, 1989-1995 · הטענה הקודמת: ספריא · נחלת הכלל / Gur Aryeh on Shemot 16:3:1 (Gur Aryeh, Machon Yerushalyim, 1989-1995 [he])
עיי חרבות	4	ויקיטקסט · נחלת הכלל	שירים (שאול טשרניחובסקי)/שירים חדשים/אהבתי כי אראה
יש מאין	4	ספריא · נחלת הכלל	Malbim Beur Hamilot on Isaiah 45:12:1 (On Your Way [he])
מקסם שוא	4	⚠ דרוש מקור	Sermons Unto My People, The Three Festivals 5:12 (Derashot El Ami, Jerusalem 1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Derashot El Ami, Jerusalem 1936 · הטענה הקודמת: ספריא · נחלת הכלל / Sermons Unto My People, The Three Festivals 5:12 (Derashot El Ami, Jerusalem 1936 [he])
תלוי על בלימה	4	ספריא · נחלת הכלל	Chelkat Mechokek on Job 26:7:1 (Chelkat Mechokek, Warsaw 1876 [he])
שכוח אל	4	ויקינתונים (CC0)	L219622
עולה על גדותיו	4	ספריא · נחלת הכלל	Meshekh Chokhmah, Miketz 8 (Riga, 1927 [he])
צר עין	4	ספריא · נחלת הכלל	Korban HaEdah on Jerusalem Talmud Pesachim 7:8:3:2 (1536 [he])
בר חלוף	4	ספריא · נחלת הכלל	Yachin on Mishnah Sanhedrin 10:5:1 (Mishnah, ed. Romm, Vilna 1913 [he])
נושא כלים	4	ספריא · נחלת הכלל	Metzudat David on I Samuel 16:21:1 (On Your Way [he])
אבד עליו הכלח	4	ויקיטקסט · נחלת הכלל	מדינת היהודים/פתח דבר
יצא בשן ועין	4	ספריא · נחלת הכלל	Or HaChaim on Exodus 21:7:6 (Vocalized Edition [he])
כמוצא שלל רב	4	ספריא · נחלת הכלל	Ohr Ne'erav, Appendix The Introductory Material 2:20 (Or Neerav, Furth 1701. [he])
הגדיש את הסאה	4	ויקיטקסט · נחלת הכלל	על בן-עמי
יצא מגדרו	4	ספריא · נחלת הכלל	Perush Maharzu on Ruth Rabbah 2:3:9 (Midrash Rabbah, Vilna, 1878 [he])
נחבא אל הכלים	4	ספריא · נחלת הכלל	Avi Ezer, Leviticus 2:5:1 (Avi Ezer [he])
התרה	4	ויקינתונים (CC0)	L210182
הדביר	4	ויקינתונים (CC0)	L206954
כבש	4	ויקינתונים (CC0)	L211945
מצר	4	ויקינתונים (CC0)	L79493
בזק	4	ויקינתונים (CC0)	L205669
למותר	4	ספריא · נחלת הכלל	Kessef Mishneh on Mishneh Torah, Sheqel Dues 2:3:2 (Torat Emet 363 [he])
בא על שכרו	4	ספריא · נחלת הכלל	Haamek Davar on Genesis 2:14:1 (Ha'amek Davar [he])
איתן בדעתו	4	ספריא · נחלת הכלל	Avodat HaMelekh on Mishneh Torah, Foreign Worship and Customs of the Nations 1:3:1 (Friedberg Edition [he])
סיקל	4	ויקינתונים (CC0)	L215571
ינקות	4	ויקינתונים (CC0)	L65613
מגלם	4	ספריא · נחלת הכלל	Mishneh Torah, Foundations of the Torah 4:7 (Torat Emet 363 [he])
לא ידע את נפשו	4	ספריא · נחלת הכלל	Sefer HaYashar (midrash), Book of Genesis, Lech Lecha 2 (Sefer HaYashar, Livorno 1870 [he])
רחץ בנקיון כפיו	4	ספריא · נחלת הכלל	Beit Yosef, Orach Chayim 25:1:1 (Tur Orach Chaim, Vilna, 1923 [he])
שם נפשו בכפו	4	ספריא · נחלת הכלל	The Book of Maccabees II 14:43 (43747 [he])
פשט ידו	4	ספריא · נחלת הכלל	Rashi on Shabbat 5a:17:2 (Vilna Edition [he])
תהא אשר תהא	4	ספריא · נחלת הכלל	Metzudat David on Job 5:24:1 (On Your Way [he])
הקשה ערפו	4	ספריא · נחלת הכלל	Malbim on Jeremiah 38:28:1 (On Your Way [he])
חיש	5	ויקינתונים (CC0)	L492081
אט	5	ויקינתונים (CC0)	L75267
דומם	5	ויקינתונים (CC0)	L206514
בפרהסיה	5	ויקיטקסט · נחלת הכלל	רמב"ם הלכות עבדים א ה
בצנעה	5	ספריא · נחלת הכלל	Ya'arot Devash II 9:14 (1293 [he])
בחשאי	5	ספריא · נחלת הכלל	Turei Zahav on Shulchan Arukh, Orach Chayim 61:5 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893 [he])
בעתות	5	ספריא · נחלת הכלל	Pat Lechem, Eighth Treatise on Examining the Soul 2:4 (Chovat Halevavot, Warsaw 1875 [he])
קברניט	5	ויקינתונים (CC0)	L81429
נוגש	5	ויקינתונים (CC0)	L214155
ישיש	5	ויקינתונים (CC0)	L78325
טף	5	ויקינתונים (CC0)	L65487
זאטוט	5	ויקינתונים (CC0)	L77584
קנדס	5	ויקינתונים (CC0)	L217934
אפיקורוס	5	ויקינתונים (CC0)	L205236
צלח	5	ויקינתונים (CC0)	L217617
מלל	5	ויקינתונים (CC0)	L213379
עלעל	5	ויקינתונים (CC0)	L216169
נשף	5	ויקינתונים (CC0)	L215089
ארה	5	ויקינתונים (CC0)	L205366
תעתע	5	ויקינתונים (CC0)	L220340
טשטש	5	ויקינתונים (CC0)	L211604
לבן	5	ויקינתונים (CC0)	L212278
לפף	5	ויקינתונים (CC0)	L212445
גלל	5	ויקינתונים (CC0)	L206276
משש	5	ויקינתונים (CC0)	L213286
גשש	5	ויקינתונים (CC0)	L76816
רקע	5	ויקינתונים (CC0)	L219138
שעה	5	ויקינתונים (CC0)	L219769
שפד	5	ויקינתונים (CC0)	L219577
העפיל	5	ויקינתונים (CC0)	L208487
הגלה	5	ויקינתונים (CC0)	L206932
עקד	5	ויקינתונים (CC0)	L216264
